date,new_diagnoses,cum_diagnoses_article,cum_diagnoses,new_recoveries,cum_recoveries,new_deaths,cum_deaths,cum_tests,new_tests,adults,cum_children,new_children,cur_children,n_critical,ventilation,hospitalised,1vac,2vac,positive_percent,yandex_index,asympt_percent
2021-10-09,177,65119,65103,136,51431,15,3100,2578994,7953,2158,5674,39,42,267,41,2200,,,64.0,1.9,8.9
2021-10-10,180,65299,65283,39,51470,12,3112,2583092,4098,2195,5698,24,42,266,41,2237,,,66.0,2.5,8.5
2021-10-11,174,65473,65457,32,51502,15,3127,2585455,2363,2313,5733,35,46,288,48,2359,,,68.0,0.5,8.9
2021-10-12,178,65651,65635,129,51631,13,3140,2591229,5774,2432,5770,37,51,292,38,2483,,,70.0,0.5,7.6
2021-10-13,191,65842,65826,131,51762,9,3149,2598850,7621,2474,5818,48,49,277,40,2523,,,77.0,0.5,8.7
2021-10-14,208,66050,66034,122,51884,13,3162,2605378,6528,2513,5866,48,53,280,42,2566,772000,724000,70.0,0.6,8.8
2021-10-15,256,66306,66290,142,52026,12,3174,2614454,9076,5931,,,,273,44,2578,,,70.0,0.6,9.0
2021-10-16,241,66547,66531,146,52172,11,3185,2622381,7927,5989,,,,268,43,2662,,,69.0,1.9,9.0
2021-10-17,250,66797,66781,39,52211,8,3193,2627832,5451,6047,,,,278,49,2698,,,72.0,2.5,8.5
2021-10-18,245,67042,67026,34,52245,16,3209,2630876,3044,6094,,,,290,51,6094,782234,730575,68.0,0.5,8.2
2021-10-19,257,67299,67283,122,52367,8,3217,2638065,7189,6152,,,,291,50,6152,,,65.0,0.5,7.4
2021-10-20,271,67570,67554,130,52497,15,3232,2646296,8231,6199,,,,304,54,6199,,,72.0,0.5,9.0
2021-10-21,291,67861,67845,126,52623,17,3249,2655364,9068,6255,,,,303,53,6255,822368,752554,70.0,0.6,8.9
2021-10-22,282,68143,68127,147,52770,16,3265,2666207,10843,6309,,,,312,48,6309,,,70.0,0.6,9.1
2021-10-23,294,68437,68421,152,52922,9,3274,2675902,9695,6376,,,,302,54,6376,,,73.0,1.9,8.6
2021-10-24,281,68718,68702,45,52967,13,3287,2681631,5729,6429,,,,310,48,6429,,,69.0,2.5,8.8
2021-10-25,267,68985,68969,39,53006,15,3302,2684315,2684,6480,,,,314,47,6480,,,73.0,0.5,9.0
2021-10-26,295,69280,69264,134,53140,11,3313,2692052,7737,6548,,,,305,57,6548,,,68.0,0.5,8.0
2021-10-27,319,69599,69583,172,53312,11,3324,2701820,9768,6605,,,,297,56,6605,,,71.0,0.5,8.3
2021-10-28,342,69941,69925,166,53478,15,3339,2710710,8890,6659,,,,279,40,6659,864300,,68.0,0.6,8.8
2021-10-29,337,70278,70262,169,53647,15,3354,2722305,11595,6715,,,,311,54,6715,,,65.0,0.6,8.6
2021-10-30,349,70627,70611,188,53835,12,3366,2732707,10402,6770,,,,313,56,6770,890000,790000,68.0,1.9,8.3
2021-10-31,340,70967,70951,49,53884,14,3380,2739986,7279,6814,,,,306,55,6814,,,63.0,2.5,8.8
2021-11-01,334,71301,71285,46,53930,15,3395,2743120,3134,6862,,,,327,59,6862,905797,799458,72.0,0.5,9.0
2021-11-02,345,71646,71630,159,54089,14,3409,2749857,6737,6930,,,,299,51,6930,,,70.0,0.5,8.0
2021-11-03,368,72014,71998,183,54272,12,3421,2759605,9748,6996,,,,332,51,6996,939916,816288,80.0,0.5,8.5
2021-11-04,392,72406,72390,187,54459,14,3435,2766342,6737,3884,,,33,313,55,3917,,,69.0,0.6,8.8
2021-11-05,381,72787,72771,54,54513,11,3446,2775240,8898,7136,,,48,341,48,7184,,,75.0,0.6,9.3
2021-11-06,390,73177,73161,98,54611,15,3461,2781674,6434,7207,,,,318,49,7207,,,80.0,1.9,11.3
2021-11-07,385,73562,73546,83,54694,13,3474,2787381,5707,7257,,,,322,47,7257,,,62.0,2.5,8.1
2021-11-08,400,73962,73946,79,54773,12,3486,2789706,2325,7329,,,,341,47,7329,970000,831035,73.0,0.5,8.7
2021-11-09,394,74356,74340,162,54935,14,3500,2799244,9538,3912,,,,325,52,3912,988412,842003,74.0,0.5,8.2
2021-11-10,405,74761,74745,179,55114,16,3516,2816267,17023,7472,,,,357,67,7472,849747,,83.0,0.5,8.4
2021-11-11,399,75160,75144,202,55316,12,3528,2826335,10068,7532,,,,310,67,7532,1012000,856000,79.0,0.6,8.6
2021-11-12,407,75567,75551,213,55529,11,3539,2838697,12362,7607,,,,325,65,7607,,,71.0,0.6,8.6
2021-11-13,402,75969,75953,209,55738,14,3553,2848816,10119,3843,7671,,,348,63,3843,,,84.0,1.9,9.4
2021-11-14,397,76366,76350,92,55830,13,3566,2856138,7322,3892,7721,50,50,364,59,3942,,,77.0,2.5,7.9
2021-11-15,402,76768,76752,89,55919,16,3582,2858926,2788,3973,,,,422,57,3973,,,72.0,0.5,6.9
2021-11-16,409,77177,77161,128,56047,13,3595,2867023,8097,4105,4105,,,350,62,4105,,,77.0,0.5,6.6
2021-11-17,395,77572,77556,93,56140,15,3610,2876049,9026,3986,3986,-119,,329,59,3986,,,75.0,0.5,6.4
2021-11-18,404,77976,77960,102,56242,14,3624,2887252,11203,4186,7963,3977,,336,60,4186,,,76.0,0.6,7.0
2021-11-19,400,78376,78360,107,56349,12,3636,2899855,12603,4197,8020,57,,344,61,4197,,,74.0,0.6,6.5
2021-11-20,392,78768,78752,139,56488,16,3652,2912108,12253,4023,8076,56,,381,62,4023,,,76.0,1.9,6.5
2021-11-21,399,79167,79151,58,56546,13,3665,2919738,7630,3942,8076,0,,370,63,3942,,,74.0,2.5,6.7
2021-11-22,391,79558,79542,61,56607,14,3679,2923141,3403,4145,8201,125,,363,56,4145,,,80.0,0.5,6.5
2021-11-23,400,79958,79942,111,56718,15,3694,2935123,11982,4146,8254,53,,349,50,4146,,,83.0,0.5,6.0
2021-11-24,394,80352,80336,98,56816,11,3705,2947786,12663,4140,8320,66,,360,54,4140,,,79.0,0.5,6.5
2021-11-25,403,80755,80739,107,56923,14,3719,2959073,11287,4128,,,,355,49,4128,,,72.0,0.6,6.9
2021-11-26,396,81151,81135,91,57014,17,3736,2974381,15308,4143,,,,357,43,4143,,,82.0,0.6,7.1
2021-11-27,391,81542,81526,113,57127,17,3753,2987270,12889,4247,8514,,,362,54,4247,,,80.0,1.9,6.7
2021-11-28,400,81942,81926,51,57178,14,3767,2996288,9018,4104,8562,48,,360,53,4104,,,85.0,2.5,6.3
2021-11-29,393,82335,82319,60,57238,13,3780,3000142,3854,4183,8632,70,,339,47,4183,,,78.0,0.5,7.6
2021-11-30,397,82732,82716,113,57351,17,3797,3010595,10453,4110,8706,74,,332,47,4110,,,80.0,0.5,6.9
2021-12-01,402,83134,83118,121,57472,17,3814,3022769,12174,4069,8769,63,,335,45,4069,,,77.0,0.5,7.2
2021-12-02,391,83525,83509,134,57606,16,3830,3034984,12215,4024,8853,84,,331,53,4024,,,80.0,0.6,7.3
2021-12-03,396,83921,83905,128,57734,15,3845,3050315,15331,3969,8946,93,,309,55,3969,,,83.0,0.6,7.8
2021-12-04,401,84322,84306,133,57867,14,3859,3064507,14192,3887,9027,81,,313,55,3887,,,77.0,1.9,6.8
2021-12-05,392,84714,84698,44,57911,16,3875,3073276,8769,3948,9098,71,,329,53,3948,,,82.0,2.5,7.0
2021-12-06,387,85101,85085,52,57963,18,3893,3079043,5767,4029,9149,51,,330,55,4029,,,82.0,0.5,8.0
2021-12-07,395,85496,85480,207,58170,14,3907,3090591,11548,4103,9208,59,48,342,50,4151,,,83.0,0.5,7.2
2021-12-08,399,85895,85879,224,58394,16,3923,3103668,13077,3990,9270,62,48,345,57,4038,,,83.0,0.5,7.5
2021-12-09,382,86277,86261,240,58634,14,3937,3116613,12945,3889,9327,57,,353,71,3889,,,85.0,0.6,7.4
2021-12-10,396,86673,86657,248,58882,11,3948,3132554,15941,3900,9400,73,55,353,60,3955,,,85.0,0.6,7.3
2021-12-11,389,87062,87046,255,59137,13,3961,3145660,13106,3709,9478,78,55,312,60,3764,,,84.0,1.9,8.0
2021-12-12,385,87447,87431,120,59257,14,3975,3152628,6968,3838,,,55,319,58,3893,,,81.0,2.5,7.7
2021-12-13,392,87839,87823,77,59334,12,3987,3159597,6969,3924,9625,,,316,54,3924,,,89.0,0.5,7.9
2021-12-14,398,88237,88221,227,59561,15,4002,3168510,8913,3895,9683,58,44,327,51,3939,,,81.0,0.5,6.6
2021-12-15,381,88618,88602,258,59819,14,4016,3179366,10856,3886,9776,93,,340,54,3886,,,86.0,0.5,6.8
2021-12-16,393,89011,88995,279,60098,12,4028,3190633,11267,3793,9842,66,,341,58,3793,,,84.0,0.6,7.3
2021-12-17,385,89396,89380,281,60379,14,4042,3203270,12637,3708,9914,72,,342,62,3708,,,77.0,0.6,7.6
2021-12-18,390,89786,89770,297,60676,16,4058,3214617,11347,3652,9995,81,,333,57,3652,,,73.0,1.9,7.5
2021-12-19,382,90168,90152,121,60797,13,4071,3221665,7048,3708,10059,64,,312,52,3708,,,81.0,2.5,8.1
2021-12-20,378,90546,90530,156,60953,11,4082,3225921,4256,3560,10124,65,,323,48,3560,,,82.0,0.5,8.0
2021-12-21,385,90931,90915,360,61313,15,4097,3231987,6066,3779,10199,75,,327,46,3779,,,76.0,0.5,7.2
2021-12-22,379,91310,91294,358,61671,13,4110,3244899,12912,3649,10264,65,,326,50,3649,,,84.0,0.5,6.8
2021-12-23,372,91682,91666,361,62032,16,4126,3255158,10259,3548,10336,72,,320,49,3548,,,77.0,0.6,7.7
2021-12-24,381,92063,92047,378,62410,14,4140,3266542,11384,3221,10409,73,,307,50,3221,,,78.0,0.6,7.2
2021-12-25,376,92439,92423,388,62798,11,4151,3275704,9162,3262,10486,77,,309,39,3262,,,80.0,1.9,8.1
2021-12-26,374,92808,92797,253,63051,15,4166,3282631,6927,3273,,,,308,47,3273,,,78.0,2.5,7.4
2021-12-27,374,93182,93171,242,63293,12,4178,3284743,2112,3386,10603,,,329,41,3386,,,80.0,0.5,8.0
2021-12-28,382,93564,93553,359,63652,13,4191,3290522,5779,3293,10672,69,,308,38,3293,,,76.0,0.5,6.8
2021-12-29,377,93941,93930,364,64016,16,4207,3300761,10239,3116,10728,56,,301,37,3116,,,82.0,0.5,7.8
2021-12-30,368,94309,94298,342,64358,11,4218,3310499,9738,2906,10793,65,,303,45,2906,,,76.0,0.6,8.1
2021-12-31,354,94663,94652,379,64358,12,4230,3316279,5780,2906,10793,0,,302,53,2906,,,95.0,0.6,8.3
2022-01-01,322,94985,94974,378,65117,14,4244,3322059,5780,2502,10884,91,,305,42,2502,,,,1.9,9.3
2022-01-02,300,95285,95274,334,65451,11,4255,3324855,2796,2513,10912,28,,298,39,2513,,,,2.5,8.7
2022-01-03,293,95578,95567,318,65769,14,4269,3326427,1572,2693,10958,46,,283,43,2693,,,100.0,0.5,7.0
2022-01-04,285,95863,95852,322,66091,12,4281,3330739,4312,,10988,30,,301,45,2562,,,100.0,0.5,7.5
2022-01-05,291,96154,96143,307,66398,15,4296,3335409,4670,,11018,30,,288,36,2670,,,81.0,0.5,8.8
2022-01-06,286,96440,96429,311,66709,11,4307,3340718,5309,,11049,31,,270,39,2660,,,80.0,0.6,10.6
2022-01-07,274,96714,96703,297,67006,10,4317,3345834,5116,,11089,40,,288,41,2704,,,77.0,0.6,11.0
2022-01-08,252,96966,96955,303,67309,15,4332,3351071,5237,,11131,42,,256,35,2698,,,89.0,1.9,11.8
2022-01-09,231,97197,97186,284,67593,13,4345,3359003,7932,,11161,30,,246,26,2720,,,90.0,2.5,12.2
2022-01-10,225,97422,97411,289,67882,11,4356,3366935,7932,,11177,16,,264,32,2711,,,83.0,0.5,14.1
2022-01-11,236,97658,97647,291,68173,13,4369,3374866,7931,,11185,8,,251,37,2759,,,85.0,0.5,13.0
2022-01-12,245,97903,97892,301,68474,15,4384,3382797,7931,,11206,21,,249,31,2638,,,86.0,0.5,14.8
2022-01-13,251,98154,98143,315,68789,12,4396,3392048,9251,,11239,33,,275,41,2554,,,83.0,0.6,14.0
2022-01-14,242,98396,98385,309,69098,15,4411,3401239,9191,,11271,32,,274,41,2504,,,86.0,0.6,14.9
2022-01-15,249,98645,98634,377,69475,13,4424,3409595,8356,,11296,25,,278,41,2410,,,84.0,1.9,14.8
2022-01-16,237,98882,98871,340,69815,12,4436,3415801,6206,,11314,18,,279,31,2429,,,82.0,2.5,14.2
2022-01-17,230,99112,99101,316,70131,16,4452,3418593,2792,,11334,20,,275,37,2483,,,84.0,0.5,16.3
2022-01-18,237,99349,99338,329,70460,12,4464,3423245,4652,,11362,28,,272,41,2452,,,86.0,0.5,16.1
2022-01-19,249,99598,99587,343,70803,15,4479,3432172,8927,,11379,17,,273,43,2396,,,88.0,0.5,15.9
2022-01-20,240,99838,99827,357,71160,13,4492,3440972,8800,,11398,19,,266,39,2363,,,86.0,0.6,15.9
2022-01-21,251,100089,100078,338,71498,11,4503,3449896,8924,,11428,30,,232,43,2348,,,87.0,0.6,15.9
2022-01-22,258,100347,100336,359,71857,14,4517,3464095,14199,,11460,32,,232,43,2205,,,80.0,1.9,15.9
2022-01-23,248,100595,100584,291,72148,12,4529,3471733,7638,,11490,30,,244,44,2274,,,85.0,2.5,15.9
2022-01-24,242,100837,100826,302,72450,11,4540,3476702,4969,,11525,35,,261,41,2295,,,85.0,0.5,15.9
2022-01-25,261,101098,101087,366,72816,13,4553,3486256,9554,,11553,28,,252,38,2226,,,84.0,0.5,15.9
2022-01-26,315,101413,101402,349,73165,15,4568,3502404,16148,,11612,59,,256,45,2346,,,85.0,0.5,15.9
2022-01-27,344,101757,101746,377,73542,12,4580,3517980,15576,,11657,45,,261,49,2407,,,79.0,0.6,15.9
2022-01-28,511,102268,102257,386,73928,13,4593,3534881,16901,,11716,59,,258,52,2477,,,77.0,0.6,15.9
2022-01-29,387,102655,102644,427,74355,13,4606,3552567,17686,,11811,95,,270,51,2451,,,81.0,1.9,15.9
2022-01-30,579,103234,103223,422,74777,11,4617,3568597,16030,,11932,121,,271,50,2576,,,80.0,2.5,15.9
2022-01-31,604,103838,103827,331,75108,14,4631,3576927,8330,,12048,116,,270,54,2645,,,82.0,0.5,15.9
2022-02-01,745,104583,104572,395,75503,12,4643,3588550,11623,,12205,157,,247,45,2737,,,87.0,0.5,15.9
2022-02-02,996,105579,105568,341,75844,16,4659,3610221,21671,,12433,228,,252,36,2794,,,87.0,0.5,15.9
2022-02-03,1347,106926,106915,368,76212,14,4673,3628788,18567,,12740,307,,253,34,2937,,,89.0,0.6,15.9
2022-02-04,1874,108800,108789,369,76581,11,4684,3655527,26739,,13093,353,,253,38,3044,,,83.0,0.6,15.9
2022-02-05,2142,110942,110931,422,77003,13,4697,3677498,21971,,13577,484,,254,39,3092,,,90.0,1.9,15.9
2022-02-06,2743,113685,113674,306,77309,15,4712,3698532,21034,,14095,518,,252,41,3239,,,83.0,2.5,16.0
2022-02-07,3129,116814,116803,311,77620,12,4724,3710645,12113,,14250,155,,258,33,3360,,,87.0,0.5,16.0
2022-02-08,3214,120028,120017,418,78038,15,4739,3733095,22450,,15059,809,,277,25,3419,,,80.0,0.5,16.0
2022-02-09,3978,124006,123995,424,78462,7,4746,3751784,18689,,15840,781,,279,45,3526,,,84.0,0.5,16.0
2022-02-10,4394,128400,128389,487,78949,9,4755,3772183,20399,,16697,857,,290,53,3496,,,81.0,0.6,16.0
2022-02-11,4871,133271,133260,491,79440,6,4761,3792076,19893,,17565,868,,288,41,3610,,,88.0,0.6,16.0
2022-02-12,5122,138393,138382,487,79927,11,4772,3808401,16325,,18289,724,,288,44,3496,,,88.0,1.9,16.0
2022-02-13,5349,143742,143731,476,80403,15,4787,3821233,12832,,19108,819,,304,43,3605,,,87.0,2.5,16.0
2022-02-14,5824,149566,149555,404,80807,13,4800,3828021,6788,,20053,945,,316,49,3808,,,85.0,0.5,16.0
2022-02-15,5763,155329,155318,469,81276,15,4815,3838529,10508,,20892,839,,327,45,3832,,,83.0,0.5,16.0
2022-02-16,5428,160757,160746,672,81948,10,4825,3850110,11581,,21582,690,,368,38,3865,,,84.0,0.5,16.0
2022-02-17,5043,165800,165789,704,82652,13,4838,3862804,12694,,22110,528,,322,48,3867,,,88.0,0.6,16.0
2022-02-18,5319,171119,171108,788,83440,15,4853,3875935,13131,,22907,797,,328,48,3817,,,85.0,0.6,16.0
2022-02-19,5483,176602,176591,804,84244,9,4862,3887663,11728,,23960,1053,,348,47,3698,,,89.0,1.9,16.0
2022-02-20,5205,181807,181796,422,84666,13,4875,3895738,8075,,24862,902,,323,39,3774,,,80.0,2.5,16.0
2022-02-21,5001,186808,186797,415,85081,10,4885,3899573,3835,,25882,1020,,307,42,3879,,,84.0,0.5,16.0
2022-02-22,5128,191936,191925,763,85844,16,4901,3909377,9804,,27103,1221,,317,34,3723,,,85.0,0.5,16.0
2022-02-23,4841,196777,196766,784,86628,14,4915,3921172,11795,,27187,84,,315,40,3828,,,88.0,0.5,16.0
2022-02-24,4529,201306,201295,917,87545,17,4932,3930713,9541,,28964,1777,,342,48,3819,,,90.0,0.6,16.0
2022-02-25,4796,206102,206091,5377,92922,13,4945,3940370,9657,,29591,627,,335,46,3717,,,88.0,0.6,16.0
2022-02-26,4432,210534,210523,5482,98404,15,4960,3948262,7892,,30157,566,,310,49,3561,,,88.0,1.9,16.0
2022-02-27,4208,214742,214731,3218,101622,13,4973,3954180,5918,,30732,575,,316,48,3592,,,84.0,2.5,16.0
2022-02-28,4047,218789,218778,3707,105329,16,4989,3960064,5884,,31232,500,,312,45,3617,,,87.0,0.5,16.0
2022-03-01,3591,222380,222369,6619,111948,16,5005,3968536,8472,,31720,488,,316,32,3617,,,90.0,0.5,16.0
2022-03-02,2912,225292,225281,8300,120248,13,5018,3978458,9922,,32112,392,90,305,39,3367,,,86.0,0.5,16.0
2022-03-03,2573,227865,227854,8794,129042,16,5034,3986458,8000,,32495,383,88,304,46,3247,,,91.0,0.6,16.0
2022-03-04,2416,230281,230270,9745,138787,12,5046,3996958,10500,,32848,353,91,299,48,3121,,,84.0,0.6,16.0
2022-03-05,2131,232412,232401,10572,149359,14,5060,4007368,10410,,33270,422,83,296,54,2961,,,88.0,1.9,16.0
2022-03-06,2008,234420,234409,10312,159671,11,5071,4011888,4520,,33623,353,80,297,58,2728,,,94.0,2.5,16.0
2022-03-07,1976,236396,236385,7009,166680,15,5086,4017213,5325,,33821,198,86,279,56,2697,,,88.0,0.5,16.0
2022-03-08,2057,238453,238442,8463,175143,13,5099,4019267,2054,,34236,415,91,270,48,2699,,,80.0,0.5,16.0
2022-03-09,1935,240388,240377,2784,177927,16,5115,4024422,5155,,34542,306,110,270,48,2766,,,89.0,0.5,16.0
2022-03-10,1302,241690,241679,12351,190278,12,5127,4031407,6985,,34753,211,65,267,41,2552,,,91.0,0.6,16.0
2022-03-11,1139,242829,242818,10113,200391,14,5141,4040064,8657,,34966,213,55,260,31,2300,,,82.0,0.6,16.0
2022-03-12,987,243816,243805,15469,215860,14,5155,4047734,7670,,35191,225,41,263,35,2083,,,93.0,1.9,16.0
2022-03-13,871,244687,244676,5429,221289,16,5171,4050335,2601,,35303,112,44,260,36,2060,,,90.0,2.5,16.0
2022-03-14,690,245377,245366,2112,223401,11,5182,4056051,5716,,35423,120,29,233,29,1997,,,83.0,0.5,16.0
2022-03-15,613,245990,245979,1081,224482,12,5194,4062621,6570,,35498,75,46,215,27,1974,,,80.0,0.5,16.0
2022-03-16,529,246519,246508,905,225387,14,5208,4070495,7874,,35498,0,45,212,33,1816,,,79.0,0.5,16.0
2022-03-17,458,246977,246966,346,225733,12,5220,4078117,7622,,35610,112,38,201,38,1711,,,95.0,0.6,16.0
2022-03-18,407,247384,247373,320,226053,10,5230,4087499,9382,,35710,100,43,200,27,1666,,,86.0,0.6,16.0
2022-03-19,383,247767,247756,344,226397,11,5241,4095031,7532,,35904,194,44,187,21,1489,,,93.0,1.9,16.0
2022-03-20,306,248073,248062,409,226806,12,5253,4097636,2605,,35961,57,41,189,20,1498,,,72.0,2.5,16.0
2022-03-21,294,248367,248356,388,227194,9,5262,4104010,6374,,36022,61,44,192,19,1513,,,98.0,0.5,16.0
2022-03-22,328,248695,248684,406,227600,11,5273,4111463,7453,,36066,44,43,190,23,1399,,,90.0,0.5,16.0
2022-03-23,302,248997,248986,360,227960,12,5285,4120344,8881,,36084,18,47,192,20,1283,,,89.0,0.5,16.0
2022-03-24,293,249290,249279,311,228271,12,5297,4127230,6886,,36100,16,43,182,23,1218,,,90.0,0.6,16.0
2022-03-25,287,249577,249566,335,228606,9,5306,4134218,6988,,36199,99,45,172,22,1167,,,89.0,0.6,16.0
2022-03-26,279,249856,249845,487,229093,10,5316,4136987,2769,,36134,-65,43,160,24,1086,,,92.0,1.9,16.0
2022-03-27,268,250124,250113,300,229393,9,5325,4138827,1840,,36150,16,42,159,21,1087,,,100.0,2.5,16.0
2022-03-28,265,250389,250378,319,229712,11,5336,4143775,4948,,36166,16,33,164,22,1045,,,92.0,0.5,16.0
2022-03-29,257,250646,250635,428,230140,13,5349,4148275,4500,,36225,59,30,157,20,1046,,,90.0,0.5,16.0
2022-03-30,251,250897,250886,504,230644,10,5359,4153795,5520,,36354,129,38,156,19,1046,,,83.0,0.5,16.0
2022-03-31,219,251116,251105,780,231424,14,5373,4157920,4125,,36383,29,40,158,20,1045,,,94.0,0.6,16.0
2022-04-01,288,251404,251393,766,232190,10,5383,4163311,5391,,36403,20,32,150,17,1015,,,90.0,0.6,16.0
2022-04-02,236,251640,251629,811,233001,11,5394,4165561,2250,,36433,30,18,153,20,974,,,90.0,1.9,16.0
2022-04-03,233,251873,251862,1312,234313,9,5403,4170348,4787,,36476,43,19,146,17,988,,,91.0,2.5,16.0
2022-04-04,223,252096,252085,1873,236186,12,5415,4185861,15513,,36583,107,15,148,22,985,,,88.0,0.5,16.0
2022-04-05,223,252319,252308,1873,238059,11,5426,4185861,0,,36583,0,15,148,22,985,,,95.0,0.5,16.0
2022-04-06,216,252535,252524,1621,239680,10,5436,4185861,0,,36612,29,11,136,20,911,,,93.0,0.5,16.0
2022-04-07,209,252733,252733,1693,241373,12,5448,4204371,18510,,36655,43,13,117,15,895,,,93.0,0.6,16.0
2022-04-08,214,252947,252947,1769,243142,9,5457,4213614,9243,,36698,43,11,109,21,864,,,93.0,0.6,16.0
